Store Size (sq ft),Number of Employees,Advertising Spend ($),Product Variety,Seasonality Index,Customer Foot Traffic,Price Index,Competitor Pricing,Customer Satisfaction Score,Promotional Frequency,Online Sales (%),Product Return Rate (%),Supply Chain Efficiency Index,Economic Index,Market Share (%),Customer Demographics (Age Group),Store Location Type,Weather Impact Index,Store Opening Hours,Advertising Medium Mix (%),Sales ($)
1717,23,82159,757,2,3314,132,131,6.215658369,4,60,19.17913608,64,90.79195856,22.62372812,35-44,Suburban,13.48413172,64,55,30530.18146
3782,113,68914,1018,4,5412,199,196,6.804978207,6,39,16.38693889,93,69.71040774,24.87712565,18-24,Urban,3.972437811,77,67,32344.97098
5946,89,51357,1305,3,4883,114,127,6.240623123,3,59,21.04805563,82,51.64770876,25.82039762,25-34,Suburban,14.73182577,76,30,27323.53737
6486,38,87908,598,2,12384,213,215,8.253237582,7,29,17.58725128,78,85.4403149,4.092928805,45-54,Suburban,22.16321624,62,34,36088.63582
9335,51,39437,861,2,11051,228,234,6.422501067,2,48,20.75940535,89,97.80833922,17.17487761,35-44,Rural,10.46293058,67,43,32106.87406
5980,28,36503,965,4,9216,110,106,6.299658954,8,32,18.93564547,75,81.24933251,24.45377813,18-24,Urban,16.72332061,99,54,26477.88102
8266,31,97282,925,2,12695,154,154,7.685016621,7,50,8.862456805,99,59.42072393,4.718278158,25-34,Suburban,15.39835716,82,38,34557.2893
5491,30,94459,170,5,8902,101,120,7.234454136,8,53,6.047089004,93,62.41212661,3.886149837,35-44,Urban,9.426078421,82,59,31893.28696
8192,65,76403,347,5,14187,164,174,8.145304016,2,44,23.06793601,70,95.48753593,24.69131796,45-54,Urban,14.13178018,61,48,33075.27748
6588,35,42258,245,4,18573,115,97,7.461046175,3,32,23.91312331,73,50.67810478,24.10534513,25-34,Urban,5.255300847,98,69,28454.57619
8651,20,34724,1419,3,13288,249,245,7.276003788,4,57,19.53864593,74,77.43733327,14.01210097,18-24,Urban,13.65268147,80,37,33029.00238
4636,82,65286,681,4,15210,205,210,7.276501346,9,48,19.48411645,94,57.93388226,4.181623897,35-44,Urban,19.97073976,83,45,33715.73532
2167,40,75842,569,5,7884,245,247,8.615629141,5,32,10.40294161,66,64.13822176,15.96757156,18-24,Urban,18.97369424,97,37,35631.68476
2062,49,15908,292,1,11559,129,114,7.185676952,6,46,15.84883418,88,65.34908247,12.4492928,45-54,Urban,8.948863745,79,52,25041.46617
3156,32,93617,1191,1,19125,109,116,7.000191383,1,32,24.84479327,81,60.96413739,16.0378755,45-54,Suburban,2.802130398,98,38,33463.06237
8860,53,51626,593,2,4688,161,148,7.015605231,4,48,22.12287196,82,89.61760314,13.75696086,18-24,Urban,19.99856413,86,61,29136.88145
6161,23,38228,151,2,15114,184,171,6.58980239,4,37,11.08788705,83,66.6104587,17.48691799,35-44,Rural,6.625977237,98,66,30067.59036
6305,47,24386,981,1,6369,233,231,8.582066552,10,28,11.02091731,94,67.27424956,22.08676184,18-24,Suburban,1.32609418,66,63,29904.66839
7541,114,47754,462,5,12938,166,183,6.439892445,8,58,14.67154582,69,72.65034068,23.47093721,25-34,Rural,11.12982401,92,47,30003.71577
5729,78,29302,1016,2,5023,140,148,8.725832213,8,57,13.09197332,67,95.11476444,19.82048375,18-24,Suburban,18.48676324,88,44,26022.94111
8330,46,61815,573,4,16982,117,119,6.850403166,10,39,12.42306093,71,84.4086516,6.769277836,45-54,Urban,20.21233351,69,44,30441.6567
6334,88,85748,620,4,18100,157,168,8.698280467,6,30,17.53943818,88,53.08748521,12.51656774,35-44,Suburban,24.55505373,69,58,34151.09501
9924,44,64344,1421,5,4967,159,148,8.37246197,8,33,5.229849393,88,51.96309605,3.065496833,35-44,Suburban,4.735192101,71,52,30328.41072
5330,22,36618,790,2,8423,187,193,7.745962563,9,30,20.26679272,82,78.31946148,14.09853811,45-54,Suburban,7.344871262,62,52,29061.59574
9010,116,77234,1321,4,7450,126,106,8.008410012,5,35,19.80105993,85,94.35302809,29.13984297,45-54,Rural,15.23726246,62,30,30994.26505
7801,87,62114,1251,2,13213,167,185,6.977532272,1,60,21.60651361,96,66.1625738,19.61019052,25-34,Suburban,20.28359243,72,51,31645.32146
5846,44,71130,631,2,4215,121,129,7.722685843,1,59,21.82901347,91,62.38859145,5.483762925,45-54,Urban,5.851875531,90,36,29421.16071
7731,39,26525,939,4,1390,139,121,6.877208702,2,60,16.3279939,97,87.40955227,8.788752133,45-54,Rural,10.24786126,86,61,25358.8462
8241,53,80818,1188,1,1232,208,224,7.206818442,2,45,20.60147871,65,80.10456832,2.872635743,45-54,Suburban,10.21001671,65,57,33493.79822
1953,45,15334,340,4,8634,173,183,8.293987666,5,35,14.84790251,67,78.25136712,6.290002814,35-44,Urban,19.32341833,86,61,26111.32638
3539,24,95715,1492,5,12498,165,155,6.731797691,7,42,24.03059673,76,57.46505996,15.14740766,45-54,Suburban,6.023305142,94,62,34528.84249
8056,118,63767,635,3,11916,105,106,8.516538048,7,45,8.813970596,71,58.79806593,11.00083506,18-24,Suburban,24.21896387,68,42,29446.09597
2542,80,7644,182,4,1233,211,208,7.127648561,4,13,23.31234184,81,64.0893888,6.914907202,18-24,Suburban,12.76159532,65,57,25969.12175
6293,111,33933,1081,2,2391,117,131,7.596509883,4,18,10.17060723,73,60.34194673,5.251353993,35-44,Rural,7.051670915,65,38,25284.6849
2191,112,44469,1050,2,12084,180,165,8.825881463,10,17,7.054467474,93,98.57223725,20.02606239,25-34,Urban,7.107101493,99,32,30111.22476
7313,28,34687,710,4,10447,201,183,8.043766891,3,11,13.78208895,78,50.93055082,17.18496893,25-34,Suburban,0.457499668,85,46,29795.53545
7938,69,53656,673,3,15184,209,193,7.936812339,2,38,17.29834485,65,81.30281692,25.43656905,35-44,Rural,17.31077227,78,63,32907.28894
3681,25,18375,385,4,12882,129,117,8.134823183,3,32,9.619797464,77,75.87994124,6.314333686,18-24,Suburban,19.39870757,75,61,25579.42607
2540,102,66206,1088,3,15838,221,228,8.754334016,8,15,16.11592482,95,66.16256179,25.59157834,35-44,Urban,0.810694323,100,38,34692.90553
7172,79,97462,558,3,18273,248,246,6.745541128,1,52,21.15786714,96,94.37943561,17.759424,45-54,Urban,14.64836348,82,30,40035.47887
6541,63,37607,1335,5,8902,161,168,7.839723617,4,45,10.14169932,97,83.50812888,8.720472625,35-44,Suburban,19.54181669,70,49,28338.81366
2365,30,84178,225,2,13879,237,243,7.201181563,7,55,16.60644492,74,99.91771757,8.933041076,25-34,Urban,9.40600121,75,34,37051.9693
9691,85,24993,524,2,18129,219,211,6.03556588,5,30,11.78625192,97,58.43279797,12.32103131,18-24,Rural,10.81853957,88,69,31095.47791
9702,66,45386,653,3,10911,206,223,6.375902689,2,31,15.59536935,99,54.39339179,14.34368928,25-34,Urban,9.040622498,97,50,31376.88155
8494,92,47287,709,2,1427,240,240,6.974975686,1,18,18.33838039,68,56.96986337,3.392647457,25-34,Suburban,7.891267964,79,34,31795.80348
5312,104,87724,1281,1,1731,175,181,7.694999914,6,43,12.00845144,65,63.46454838,25.4179758,18-24,Urban,12.27854309,80,33,32555.67799
2324,107,99132,211,3,1799,108,93,8.64442433,5,35,24.88965765,61,70.83934958,4.52469101,45-54,Suburban,4.152516503,87,37,31221.02021
4141,117,94308,501,2,8025,138,155,8.373342355,3,10,16.27550397,75,93.13016425,15.02033545,18-24,Suburban,11.01719203,92,54,32824.47067
8419,105,97393,221,1,15481,123,113,7.660001017,9,45,21.48923118,60,64.17958832,12.10607876,18-24,Urban,23.54562811,99,36,33824.42105
4486,22,77312,372,5,8624,224,220,6.221611254,3,53,19.50270446,89,95.7621655,15.85632545,35-44,Suburban,0.685052445,85,66,35038.04979
2810,95,99371,1417,2,15961,217,235,6.857718871,2,14,22.05610627,92,73.14538442,26.73699299,18-24,Urban,4.118585396,69,61,37866.94396
7588,111,76324,497,1,19922,133,119,7.100125944,5,50,8.476019091,60,82.35350093,29.68356186,35-44,Suburban,19.44255977,93,46,32732.75996
3923,49,72196,570,4,9232,160,169,7.865151556,9,31,9.451074195,98,63.2203857,1.587869808,25-34,Suburban,3.301427248,68,57,31522.43368
6301,109,71014,1084,4,4367,232,232,6.194770869,8,13,14.74822356,75,57.8006908,12.40394352,18-24,Urban,6.782022488,95,35,34116.71548
5186,40,9210,1330,1,14262,178,158,7.590580664,6,57,22.04657353,76,93.47284703,24.7107054,45-54,Urban,11.3709731,70,65,26887.24215
9905,47,11922,1233,3,6229,149,153,8.704393728,3,11,8.952131628,97,55.47530903,10.47148353,35-44,Suburban,23.57905644,69,31,24928.59228
6977,109,37289,1401,3,19799,231,242,8.116298087,6,25,24.42131664,77,88.70106529,19.8220491,35-44,Urban,4.587529683,66,60,33204.52897
5268,81,34340,668,2,14747,150,137,8.39123042,5,25,7.552046166,81,79.0492153,29.77551691,45-54,Urban,23.07711485,97,30,28296.29754
5748,52,40850,1237,4,5261,151,135,8.045026945,1,31,8.501558904,81,93.05688908,19.75636738,35-44,Suburban,17.96311282,75,32,27661.03593
5849,104,57984,996,3,4466,221,230,6.619767337,5,52,8.344675667,94,85.8909206,4.224549951,35-44,Urban,16.77862279,85,42,32396.46314
4709,54,85178,919,3,14785,107,94,6.33145146,7,10,16.72011906,90,64.08320511,25.44502675,45-54,Suburban,18.0885631,91,60,32018.72349
7619,71,12094,952,4,4088,212,210,8.488472019,9,24,23.35082163,99,78.72137986,29.03306568,25-34,Suburban,0.781165474,90,58,27361.58984
9647,53,88959,809,5,14015,144,153,8.086513308,1,33,10.10222774,86,50.65368098,21.66274422,18-24,Urban,2.472506527,91,62,33558.77306
4072,60,34418,420,3,2115,187,181,7.725184676,3,13,16.06073707,95,73.76091712,13.1529749,18-24,Urban,8.371038219,71,39,27823.12517
7530,70,6741,278,1,5578,127,142,6.567848595,8,27,8.515450201,63,54.30068178,28.50360509,18-24,Suburban,1.849188329,86,67,23316.22034
1504,66,73374,996,2,3590,218,224,7.810034896,6,26,17.62273792,64,71.44724989,29.08858844,18-24,Urban,24.68974274,81,38,33244.45496
2214,101,69798,318,3,8372,206,198,6.093965356,5,16,7.464926724,84,55.4805904,28.11838556,18-24,Urban,14.5103052,74,30,32987.25575
2531,77,71532,888,3,4573,126,119,6.356517403,10,59,14.82621535,90,97.77399035,12.94275107,18-24,Suburban,12.18359178,67,66,29682.7563
8576,94,23164,591,5,3978,180,196,6.935670449,2,54,18.10363627,73,76.15339787,23.90152255,35-44,Suburban,19.63779462,63,61,26846.15856
1823,76,36595,160,1,11639,200,209,7.331214832,3,19,16.58255834,89,95.66089926,19.97120141,18-24,Urban,24.42398017,67,62,30042.62428
1928,42,31257,1177,2,10422,161,179,6.361693487,2,10,7.800009654,71,51.11831115,6.211493311,35-44,Suburban,23.87825,82,31,27451.92381
6029,67,15211,637,3,11858,161,153,6.359820552,1,11,8.22746743,86,81.88266419,16.52993215,45-54,Suburban,19.82662212,75,31,26411.49147
1133,41,96989,947,2,5975,125,120,8.177680982,7,58,18.4278201,83,65.3477251,22.68303926,25-34,Suburban,9.429355924,93,34,32171.7155
3105,36,6232,1087,4,5925,220,206,7.70915822,3,31,21.17818592,89,71.5914498,26.981456,35-44,Suburban,1.648987289,81,39,27167.79711
4627,88,68753,164,3,11786,123,129,7.601225942,7,41,23.16148805,77,93.65436976,26.01535274,25-34,Rural,2.459424443,82,67,30385.661
7316,30,53691,685,3,15716,138,152,7.357303485,7,38,21.27223031,73,99.00105474,5.485096505,45-54,Urban,0.02880852,64,66,30101.1832
2852,113,90765,270,4,2995,223,217,8.929629319,8,44,24.47847758,78,62.32459772,15.15296415,18-24,Urban,0.047571081,96,31,35193.86085
5910,34,80768,1396,5,14844,120,127,6.149400849,1,26,13.16503608,81,97.41266427,14.86979025,25-34,Urban,23.41054497,66,69,32137.10398
5175,110,26613,634,3,4891,193,207,6.541881528,5,21,11.62331508,85,84.43634744,27.0633748,25-34,Urban,23.17542423,96,54,27838.10358
6348,54,15026,792,2,16522,214,200,7.942523272,10,33,5.563681047,66,97.57069572,1.056181965,45-54,Urban,16.68884499,85,67,29490.78193
7190,52,54535,1450,1,8145,220,219,6.409096962,9,39,13.99791712,87,78.11834993,22.42269259,45-54,Urban,18.16691811,87,66,32596.50822
2256,103,95090,207,2,9498,112,123,7.768142814,7,53,18.02743105,97,98.03781425,18.94060398,45-54,Suburban,12.83021142,63,47,32354.58605
4376,35,31908,1285,5,10554,230,247,7.703283676,1,39,21.30817283,64,94.62277291,27.72557272,35-44,Urban,5.946056402,91,56,31049.64214
6645,53,53113,913,1,3102,118,137,8.913015551,8,29,10.34910766,95,56.42958706,14.25060316,35-44,Suburban,22.85962623,97,49,27414.27684
4486,85,20610,1104,2,4030,241,252,8.650159461,3,51,15.27182553,77,65.53949636,20.07249525,25-34,Urban,6.942286684,68,63,29479.60001
4584,118,47646,551,2,9524,180,185,8.836660031,4,16,18.24019129,73,62.15315958,29.20966388,45-54,Rural,18.49178152,95,37,29883.05079
9053,59,64185,1329,4,9107,222,240,6.340807108,4,51,16.03205732,82,78.6049663,22.57320912,25-34,Suburban,6.135892118,85,33,33872.69877
4330,47,73567,689,5,17626,167,166,8.604445312,10,59,10.48041435,73,90.13997158,2.95413525,18-24,Suburban,21.75371045,70,59,33260.3547
3703,66,48574,1139,4,19268,118,115,6.387271985,8,47,20.92564877,91,87.97057234,5.858472978,45-54,Rural,16.28098586,79,65,29411.43044
9662,58,92051,426,1,15935,163,157,7.898796536,1,16,8.467220249,64,86.33745661,24.82208199,35-44,Rural,16.06737551,97,38,34890.797
9120,89,37182,707,4,10624,200,201,8.160234482,8,58,23.09959668,81,68.76324379,10.70907069,45-54,Suburban,2.434180919,74,41,30199.46136
8114,92,1570,758,5,16823,165,166,6.482560494,9,39,24.05193498,87,56.98184408,21.47162521,25-34,Urban,10.48672258,94,43,25974.82819
2353,39,98790,101,3,8863,165,165,7.897978128,9,21,12.31146524,71,60.52917768,21.29488827,35-44,Suburban,13.12271269,68,64,34114.62566
6063,20,20288,1133,3,4109,174,155,6.157381479,5,58,12.52363581,77,87.08387298,29.81731518,18-24,Urban,7.35090721,92,35,26302.54949
9549,91,79824,533,1,19570,144,163,6.879798257,4,40,19.86556518,95,57.37671695,14.62630899,18-24,Urban,22.0243653,70,52,33505.59642
8575,106,30877,224,3,13482,186,183,8.763475482,4,27,14.12577197,90,61.14733525,22.39713845,25-34,Urban,20.94174854,81,33,29287.47877
1667,82,85425,1204,4,2550,166,168,6.515193489,9,55,5.572202872,72,71.22763264,2.413833441,45-54,Urban,12.34052281,65,30,31940.12491
5468,86,1917,584,1,1646,102,94,6.195809977,8,52,23.39753455,79,53.60562153,14.4151396,18-24,Urban,8.500780066,96,38,21509.64624
7819,23,76602,751,5,14407,123,111,7.331034599,10,11,13.61500684,95,60.63460304,6.4137648,25-34,Urban,20.0385568,80,38,31677.33937
4719,77,96040,1273,1,13700,187,173,8.551854626,10,42,9.069902011,66,57.48840637,25.376575,35-44,Urban,4.922286189,71,44,35673.01664
3745,44,65575,899,1,1537,116,96,6.230017146,7,20,16.11328146,82,97.56608915,25.35734163,35-44,Urban,1.787907877,66,53,28347.4407
8483,66,73518,972,2,15166,139,120,7.066606096,3,43,9.378123252,93,59.57629428,7.8545682,25-34,Urban,1.142762152,61,37,32013.35567
1539,57,40104,1463,2,7572,105,88,8.699324504,4,25,9.120439994,91,93.08848551,10.23026944,45-54,Suburban,0.967081522,98,57,26390.4898
5964,34,19062,228,1,1234,248,241,6.35446665,9,44,15.91462655,80,55.73990956,21.37185575,45-54,Urban,12.22221641,100,46,29301.0925
5835,82,17999,537,3,15067,218,229,6.932005518,8,42,12.82084584,65,93.48365662,22.40971178,45-54,Rural,6.382840902,83,64,29716.24698
4775,40,62845,850,2,10696,219,234,8.335261835,1,30,16.45986557,75,79.97168931,20.07131646,45-54,Urban,17.25937803,85,60,33551.20388
7042,118,10941,600,5,15150,134,115,7.629632961,3,29,24.93650874,94,92.48529616,29.90414449,25-34,Rural,16.34728935,84,33,25673.57345
8102,76,62169,1181,4,18758,212,231,8.496999422,10,17,22.18036309,79,93.36743443,26.19181315,25-34,Urban,13.55050018,79,43,34600.68203
8312,72,24470,1321,2,2909,128,121,6.334786179,2,60,5.153415986,70,79.81867653,13.09470754,35-44,Rural,8.821082036,99,54,24943.95505
6320,65,60821,310,1,13150,106,105,8.761662514,2,35,6.011114191,91,95.88470767,10.48232492,35-44,Urban,21.26140612,100,69,29507.52561
7132,33,87669,1001,3,1080,152,156,8.804735384,8,42,17.2015888,73,79.27241457,18.30864269,45-54,Suburban,17.74256883,61,36,31699.9905
8891,119,45435,144,4,3083,122,109,6.46593906,6,35,17.52512162,83,85.62825389,24.71145374,18-24,Urban,6.788153101,94,60,26915.13
3779,95,5529,1220,2,14378,196,203,6.101626393,6,46,22.56381688,98,70.80402386,14.78496074,18-24,Suburban,12.54221656,92,64,27261.9336
1924,36,84055,1402,3,16217,235,235,8.969524146,4,39,17.58114349,90,95.70338472,22.3930856,35-44,Urban,3.906780221,76,67,37409.18139
2581,58,13192,634,3,19074,175,177,7.446754777,1,40,9.55429077,76,91.20812695,1.555641146,35-44,Suburban,8.219407278,81,49,27691.43012
8714,28,75102,560,3,18140,109,120,7.716226212,7,42,14.37032455,84,58.33565558,27.84936314,25-34,Suburban,24.92850457,60,45,31686.19284
4324,118,73762,490,1,3670,216,203,7.847714201,8,20,21.17970801,68,78.81939251,23.4412071,35-44,Rural,5.596105507,96,51,33346.75639
6713,96,87795,1167,5,4751,123,133,8.369005388,2,50,23.45649929,81,94.84136645,12.43151252,35-44,Suburban,17.45755889,89,65,31425.34852
8026,98,35087,126,3,12744,138,154,8.435963907,2,14,9.738302379,94,89.65322468,12.13635744,45-54,Urban,5.960466144,65,48,27843.99262
1255,101,67677,893,4,6261,165,160,6.581775673,1,11,15.7920947,96,98.12763903,3.983717425,18-24,Urban,23.45336348,100,31,30881.13018
5804,116,5627,1220,2,15691,105,124,6.709910222,4,22,8.178551003,76,61.56508435,24.66845799,18-24,Suburban,7.753321125,73,33,24155.29846
2838,25,57541,1074,4,7852,120,126,8.630499087,6,27,14.93999398,87,68.37298166,23.29025577,25-34,Urban,8.667226866,95,63,28490.20176
1009,110,69226,647,1,2494,172,191,8.458552814,5,35,6.802282415,60,75.3595944,19.27724152,18-24,Rural,14.84649433,92,36,30463.90898
3871,42,4255,720,1,18285,173,170,7.852858145,4,34,23.8345614,68,61.6334585,3.942237692,45-54,Urban,14.70279428,97,43,26526.18768
9989,78,58433,666,4,1672,135,149,8.984097477,4,53,17.76112917,72,69.70226276,8.607899603,45-54,Suburban,14.47690974,98,61,28381.09847
8409,110,6213,803,5,9630,230,224,8.205551831,10,23,22.08433483,91,76.87696022,14.30851972,25-34,Suburban,14.33136671,65,46,28541.47561
8418,117,20404,1342,1,11268,143,149,6.647510304,7,14,24.96590348,87,59.56696015,8.713186369,35-44,Urban,7.804672343,85,66,26268.00278
6124,65,26380,284,1,1444,190,186,8.539932193,7,51,8.653319894,90,62.83439094,13.58524377,35-44,Suburban,10.86025558,83,43,27084.80375
2015,57,92056,1192,4,10157,159,178,7.244197909,2,11,18.8828683,67,56.24212499,7.552768678,45-54,Urban,14.83583608,92,46,33437.33194
3193,33,20173,1253,1,12982,192,173,6.108457982,7,13,22.73972587,67,85.66907049,11.13841461,25-34,Urban,16.78175309,67,61,28226.22763
9415,119,54027,947,5,9655,182,192,6.964263833,2,21,16.51876335,93,68.07759633,19.91660962,45-54,Rural,6.328225338,93,31,30988.12195
8449,91,24989,698,5,19582,182,198,8.290653702,4,20,17.79392757,82,61.01330766,26.87847134,18-24,Urban,17.53687654,93,68,29457.72694
5158,81,25519,905,5,3287,176,189,8.880618622,1,13,13.15342179,69,75.36620746,12.16588976,18-24,Suburban,23.08190625,83,33,26634.43032
4925,54,23439,1457,2,12957,125,138,6.828409249,5,52,18.49521667,96,53.41246528,21.0653387,45-54,Suburban,18.94819258,61,69,26074.43328
7970,38,77949,1277,5,5008,120,102,6.739548973,1,18,12.91155829,84,96.17033032,4.908999505,35-44,Suburban,2.105820071,67,59,30465.78101
7938,49,15995,178,5,12696,219,215,7.690849757,4,19,14.53239276,92,64.72337606,16.68372136,18-24,Urban,11.7281555,84,59,29275.80264
5784,97,24559,678,2,10104,229,222,8.435051699,9,36,7.058234852,63,94.32321741,27.72942254,25-34,Suburban,10.88159589,89,62,30215.38996
5000,103,90049,512,3,1496,207,200,8.239577046,8,15,5.156168004,66,74.88100327,1.810138329,35-44,Urban,8.4125828,91,30,34189.8112
2633,44,6021,645,1,2463,126,143,7.679876708,6,24,6.103022483,92,92.50752489,8.75916349,18-24,Urban,12.2830035,89,62,22783.97605
8266,59,99000,268,5,13459,170,184,7.894169045,8,51,8.850432819,61,62.35322204,4.842312477,45-54,Rural,10.99084433,66,65,35313.59972
9702,107,22119,780,1,17877,247,227,6.726296872,5,40,14.13207639,91,58.76353011,16.46052291,35-44,Urban,0.154261929,83,60,32333.68929
1384,33,52539,682,4,18810,149,157,7.297722795,7,31,5.419881417,64,92.47059016,20.70963146,35-44,Suburban,5.913881952,68,66,30471.09339
1404,45,95835,614,1,10884,194,177,6.76609688,8,15,8.118732783,76,60.64619412,2.67559657,18-24,Urban,5.344553632,75,43,35370.20008
9175,106,40350,1437,2,19177,122,134,8.653253925,7,42,20.62889208,71,87.30976746,3.038248199,25-34,Urban,8.731488531,61,35,28876.02523
3000,41,47223,131,1,3723,240,236,6.337663522,4,38,20.24333117,71,67.22918973,26.21924659,18-24,Urban,4.361418543,94,36,31885.13826
6989,67,26517,386,1,18042,180,187,8.039221674,5,30,20.79460583,94,87.40968632,14.23076131,18-24,Urban,1.695036093,93,69,29360.59555
2460,102,79653,693,1,5761,231,236,6.780849591,10,39,23.43081886,80,95.3823133,14.42559639,18-24,Urban,4.915321376,81,53,35091.79858
8190,70,23250,1166,3,8630,241,228,7.426732229,6,30,7.381420015,80,99.08192156,28.39283145,18-24,Urban,21.35466966,78,33,30782.77418
8140,22,85486,716,3,17375,119,132,6.898238341,6,45,8.262797525,61,67.99047386,10.2860787,18-24,Suburban,19.92598352,80,54,32832.60137
4636,61,83895,1124,4,9741,223,220,6.969735951,9,31,11.67107229,80,68.37629173,27.01368576,45-54,Urban,11.05240494,71,32,35700.98457
5809,38,90132,369,2,5350,112,122,6.781179041,10,55,23.30282398,74,99.06938684,29.25338759,18-24,Urban,21.94537585,70,57,31315.81427
5178,92,92066,1303,1,1207,102,108,8.258378764,2,29,20.50955486,70,93.07640651,8.009131732,25-34,Urban,5.816640453,78,52,30605.52325
8245,47,67798,617,1,5190,230,225,7.097147572,6,31,11.48242545,69,52.2545986,15.90712663,35-44,Suburban,14.60522853,65,65,33827.53325
7600,103,55199,1226,1,2883,228,217,8.179071053,3,49,6.752716356,77,78.67249931,16.49632843,45-54,Urban,3.573121889,73,42,32247.91057
6997,64,60546,1133,1,3886,189,208,7.36820979,2,20,17.32760052,82,59.06223858,26.11887524,25-34,Rural,20.83501724,92,51,30893.07016
3048,90,89151,682,3,17861,134,125,7.641738126,6,56,10.13638332,90,99.7006268,9.813335955,18-24,Urban,3.264538937,97,54,33731.89153
5780,97,4327,1213,4,9953,113,114,7.629862427,4,40,15.62305132,85,56.94615062,24.14323086,25-34,Urban,0.796503974,72,53,23379.27857
1716,82,30768,325,5,9381,240,235,8.927556238,5,60,23.83606719,61,77.96738063,29.15921435,35-44,Urban,6.836105752,85,66,31055.79856
8939,92,65418,769,2,14795,149,140,7.101187367,5,49,16.45234491,98,83.2599185,25.36976293,25-34,Urban,22.52337723,73,62,31654.90878
6565,38,95386,1016,1,18139,177,167,6.623052286,3,22,23.47668873,66,96.85323273,27.36506822,18-24,Suburban,3.236427048,83,43,36055.757
5544,66,43788,225,4,10638,102,101,8.735375821,4,27,12.86077572,83,92.36291558,21.54227874,35-44,Urban,8.266756717,60,53,27207.7793
5976,33,83384,1055,5,5931,139,119,6.524517868,3,31,17.66702675,98,62.28773857,27.21471705,18-24,Urban,7.910374825,89,51,31532.45898
4419,57,47830,1332,4,10855,150,156,8.503268538,7,26,22.87779948,91,78.63119756,5.780668425,18-24,Urban,20.04115685,69,66,29091.88857
8239,72,53446,1220,3,6724,100,82,6.450644686,1,47,16.75974623,85,97.6786979,21.65848104,45-54,Urban,10.53813499,69,52,27775.09326
1249,80,16160,173,5,13420,203,194,7.976173003,6,34,17.29797354,82,86.78584236,22.22444329,35-44,Rural,15.28917624,87,35,28320.51152
9865,55,57583,1314,4,5060,234,243,6.45162244,4,41,19.32615964,73,84.41681742,13.73624745,35-44,Rural,10.10957515,63,48,33272.22467
1770,59,34998,155,3,5765,216,204,8.769257458,1,24,22.64215514,88,87.74505396,3.312415553,18-24,Urban,13.78642538,73,41,29742.16282
5363,100,28230,819,4,7553,215,231,7.695024848,1,22,6.763601225,84,66.12530945,19.05086864,25-34,Urban,1.5610181,71,55,29402.00163
2077,49,10076,652,4,8378,151,131,6.987821517,5,35,11.73718764,90,86.46261347,2.504543391,35-44,Rural,9.350735954,97,58,24855.31745
9427,28,70341,131,5,19073,219,202,6.420968325,5,59,12.95369452,61,61.64273757,12.08967239,25-34,Suburban,21.37764594,96,43,35635.95256
9580,83,32085,673,3,18700,238,232,7.113576708,10,20,23.19419331,61,71.40513855,12.41643664,25-34,Rural,17.27668908,69,46,32859.37152
8901,52,56571,766,1,8130,241,247,8.115060105,7,22,24.12015849,82,94.49644086,29.96875275,35-44,Urban,24.5457261,100,59,34051.17742
5858,71,15715,383,2,4186,185,172,7.154852652,4,42,7.407609293,70,50.94855732,9.694258978,25-34,Urban,19.69798843,86,36,26093.31874
7544,108,6750,286,5,6789,145,147,6.738282408,9,59,7.382153596,88,70.71593251,24.7931642,35-44,Suburban,11.28774287,71,50,24232.42903
5719,33,79768,597,3,17122,175,169,7.732228345,4,46,23.69723589,94,63.34108834,2.541978871,45-54,Suburban,16.90701144,81,30,34153.12564
3814,94,36903,229,4,18529,109,115,7.253465559,7,47,10.91543803,68,59.92948082,16.36321358,35-44,Suburban,19.39784189,63,67,27619.49771
4374,72,73489,738,3,8942,160,170,6.497418708,5,10,9.836288381,91,91.92877107,16.56405868,35-44,Urban,6.742091498,88,33,31760.05192
2252,118,33093,1415,2,8548,117,135,6.461963971,5,48,5.712457315,89,84.82492864,19.23374574,35-44,Suburban,1.500447265,95,37,26140.36302
7996,78,92036,213,2,17944,185,172,8.122385971,6,36,10.5119187,74,55.63163602,24.4901509,45-54,Urban,10.1461817,73,47,35930.11749
5673,97,88954,1322,1,19296,236,245,8.924015687,8,45,18.87052854,73,74.72316633,23.09577807,25-34,Urban,3.616829053,71,37,38431.44629
5530,113,35314,112,1,19248,244,241,6.699282213,5,41,13.52072325,76,73.34528859,23.06923572,45-54,Suburban,6.931027994,79,60,33441.49207
7881,60,49225,1394,2,1296,227,210,8.319445802,3,50,15.33740703,81,57.1263897,13.5365241,25-34,Suburban,23.67113739,82,60,31310.44324
7949,87,88985,1338,5,3409,203,204,6.262820107,6,24,23.34591193,89,89.98813505,22.09667299,35-44,Suburban,21.17706483,81,57,34551.29343
7241,87,84014,543,5,2461,240,222,7.144727757,2,40,7.293795653,76,68.33369857,15.24815581,35-44,Rural,14.81159586,93,66,35641.54048
9017,111,36179,546,4,3268,200,194,7.520064458,8,15,6.424814305,75,88.09688876,2.941584172,45-54,Suburban,10.03141766,80,32,29019.25508
7941,27,26338,1085,1,18378,105,119,6.806240836,8,34,22.03861498,67,59.60313075,26.8152717,45-54,Suburban,6.608259005,68,44,26695.05499
8002,21,93435,1092,4,7554,184,201,7.58873525,3,58,20.49711595,98,65.75367308,26.81473588,45-54,Suburban,14.28645699,69,33,34636.81786
